"","screenName","text","retweetCount","favoriteCount","score","absolute_score","lon","lat"
"582","ducekdiggitty","My guy @freddiegibbs knew the fires were coming earlier this summer #californiawildfires #3rdeye‚Ä¶ https://t.co/P0mATPQFHn",0,0,0,0,-97.5164276,35.4675602
"583","DudleyMecum","Quakes and Fires? It‚Äôs the Cost of Living That Californians Can‚Äôt Stomach via @NYTimes #CaliforniaWildfires‚Ä¶ https://t.co/wAGlOEjohl",0,1,0,0,-97.3307658,32.7554883
"584","DunnBAD","Dailymail, how cute, fails to mention Ice Core data, Co2¬≤ ppm analysis, or any other form of data sets‚Ä¶ https://t.co/jsdGCWnBf3",12,12,0,0,-95.712891,37.09024
"585","DunnBAD","RT @NancyRichmond: #CaliforniaWildfires are burning threatening 12,000+ homes. Be safe ALL. Thinking of the evacuees, firefighters and anim‚Ä¶",80,0,-1,1,-95.712891,37.09024
"586","DunnBAD","RT @TulsiGabbard: Thinking of everyone affected by the #CaliforniaWildfires. We must move #OffFossilFuels with the OFF Act before climate c‚Ä¶",205,0,0,0,-95.712891,37.09024
"587","DurhamNtx","RT @NancyRichmond: #CaliforniaWildfires are burning threatening 12,000+ homes. Be safe ALL. Thinking of the evacuees, firefighters and anim‚Ä¶",80,0,-1,1,-88.208321,41.680175
"588","DutyOfAPatriot","RT @m4d4r4uch1h4: Has anybody looked into the #CaliforniaWildfires, the possible use of #DirectedEnergyWeapons, and the fact that #Agenda21‚Ä¶",18,0,0,0,-71.05679,42.361437
"589","dvmmum","RT @KPCC: Still wondering about the cause of the #CaliforniaWildfires? You're not alone. 

It's still too early to know, but the odds are g‚Ä¶",51,0,0,0,-118.8375937,34.1705609
"590","dwalshmedia","RT @democracynow: 200,000 Evacuate Amid Fifth-Worst Wildfires in California History https://t.co/PtZ9Y4UT4g #CaliforniaWildfires https://t.‚Ä¶",46,0,0,0,-94.68748,38.9250212
"591","EAPReciprocity","Thanks California firefighters for keeping us safe! Ì†ΩÌ±®Ì†ºÌøª‚ÄçÌ†ΩÌ∫íÌ†ΩÌ±©Ì†ºÌøΩ‚ÄçÌ†ΩÌ∫í #firefighters #CaliforniaWildfires https://t.co/6dJ2ojDcbl",0,2,0,0,-119.4179324,36.778261
"592","Eatlesswater","Nine of California‚Äôs 20 largest recorded wildfires have occurred in the past decade. According to a Columbia Univ 1‚Ä¶ https://t.co/SeRbgyoL0Z",2,0,0,0,-119.4179324,36.778261
"594","EcoSystemDown","Smoke from #CaliforniaWildfires possibly reaching #Nebraska and #Iowa. #climate https://t.co/Nk01rd3PTj",2,2,-1,1,-99.9018131,41.4925374
"595","EcoSystemDown","Wildfires and climate are related ‚Äì are Americans connecting the dots? #climate #drought #fire #wildfire‚Ä¶ https://t.co/uPmJFJZx0a",0,0,-1,1,-99.9018131,41.4925374
"596","Edgeair","RT @VCFD_PIO: #ThomasFire #CaliforniaFires #CaliforniaWildfires Fire Weather Update https://t.co/qcrxgXiAeN",22,0,0,0,-120.8384093,35.3072291
"597","Edison_Electric","RT @SCE: This was spotted in one of the locations where our crews are making repairs for customers affected by the #CaliforniaWildfires. Th‚Ä¶",19,0,0,0,-77.0368707,38.9071923
"598","EdSource","About 80% of #LAUSD students are from low-income families &amp; many depend on schools for breakfast, lunch &amp; even dinn‚Ä¶ https://t.co/BU8ntGi5C5",5,5,0,0,-122.2711137,37.8043637
"599","EdStudioM80","I said #arrogant, #incompetent @JerryBrownGov would refuse to own #CaliforniaWildfires/blame the devastation on‚Ä¶ https://t.co/sq3QBeFBUJ",0,1,-4,4,-78.458708,38.253749
"601","eeadpi","If I lived out there (maybe some dayÌ†ΩÌ∏Å) I'd have every #tree nearby organized in a #fireproof spread in relation to‚Ä¶ https://t.co/HScHSSC46O",0,1,0,0,-94.68748,38.9250212
"602","EffinEffEffEff","@AdamSchiffCA keeps repeating propaganda created to destroy @POTUS. Right out of the #fascist playbook.‚Ä¶ https://t.co/p6RnX6Hvco",1,1,-2,2,-117.1610838,32.715738
"603","EfrenHuerta2929","VIIRS detection is picking up the California Wildfires currently burning near Los Angles. #CaliforniaWildfires‚Ä¶ https://t.co/Nw2RgyIlNX",1,1,-1,1,-88.1070127,41.8661403
"604","EfrenHuerta2929","In this Terra Land Surface True Color image from earlier today, you can see the smoke from the California Wildfires‚Ä¶ https://t.co/Y5Su7WvXmT",1,1,-1,1,-88.1070127,41.8661403
"605","EfrenHuerta2929","Last Terra True Color view of the California Wildfires as of yesterday at 5 PM CST. You can notice the smoke coming‚Ä¶ https://t.co/lxPo9e0vrn",1,2,-1,1,-88.1070127,41.8661403
"607","ElaineKRod","RT @BradPaisley: These firefighters are beasts. Tireless, commited, and brave. God bless them every one. #CaliforniaWildfires",750,0,2,2,-95.3698028,29.7604267
"608","eldonredwards","RT @nwfireblog: 1956 PST:  Moving air resources to Torro Canyon.
#ThomasFire #ScannerFeed #CaliforniaWildfires",4,0,0,0,-119.6981901,34.4208305
"609","eldonredwards","RT @BradPaisley: These firefighters are beasts. Tireless, commited, and brave. God bless them every one. #CaliforniaWildfires",750,0,2,2,-119.6981901,34.4208305
"610","EliBenjaminJr","RT @GeorgeGEdwards: Horses, pets of any kind - contact DART at numbers below. Ì†ΩÌ±á

#CaliforniaWildfires 
#LilacFire Ì†ΩÌ¥• https://t.co/XpJylZHmfX",8,0,0,0,-74.0059728,40.7127753
"613","elissayancey","Tragedy on top of tragedy. #CaliforniaWildfires #SkirballFire https://t.co/oCXZV58slv",0,0,-1,1,-111.9158165,41.2372561
"614","ElizabethSterr","Today we sent off an inspirational quote book we made for a family that has lost so much from the wildfires in Cali‚Ä¶ https://t.co/vTIi0dXDhj",1,3,0,0,-89.5181476,37.3058839
"615","ellenaulrich","RT @RedCrossCasc: Everyone needs a little #puppylove sometimes. #RedCross responders come in all shapes and sizes. #CaliforniaWildfires #Th‚Ä¶",8,0,0,0,-119.6981901,34.4208305
"618","EmBeesWeb","RT @Voda_Foundation: The #CaliforniaWildfires are now larger than New York City and Boston combined | #ThomasFire Via @CNN https://t.co/DNl‚Ä¶",5,0,0,0,-119.1390642,34.3704884
"623","englejkp","RT @AMR11082016: Jerry Brown blames #climatechange 4 #CaliforniaWildfires
I think he needs to open his eyes!
Ì†ΩÌ±á
#AlQaeda gave direct instruc‚Ä¶",138,0,0,0,-95.3698028,29.7604267
"624","enotsynattirb","The world is a scary place today. Between #NewYork bombing, #CaliforniaWildfires , and #PuertoRicoa / #Houston STIL‚Ä¶ https://t.co/WNGAQfbpZ2",0,1,-1,1,-92.4453161,42.5348993
"625","EntrepreneursJr","RT @BrambleI3elieve: Out working helping with #CaliforniaWildfires but after I get back to my cot....I‚Äôm listening to @garyvee #airplanepro‚Ä¶",1,0,1,1,-98.4170523,29.5170728
"626","EnuffizEnuph","RT @democracynow: 200,000 Evacuate Amid Fifth-Worst Wildfires in California History https://t.co/PtZ9Y4UT4g #CaliforniaWildfires https://t.‚Ä¶",46,0,0,0,-95.712891,37.09024
"627","environmentalhe","""California wildfires larger than New York City and Boston combined"" | Now that's an interesting perspective. One w‚Ä¶ https://t.co/pVor4xXVKs",1,0,1,1,-118.8375937,34.1705609
"628","environmentalhe","‚ÄúThe first warnings came in the middle of the night when the fire was two blocks from my home.‚Äù Read this firsthand‚Ä¶ https://t.co/QI0w8Tbc3l",2,0,0,0,-118.8375937,34.1705609
"630","ePACTnetwork","If you're impacted by the #CaliforniaWildfires, the @RedCross is providing shelters and support to those that need‚Ä¶ https://t.co/c2gkOhXWjB",0,0,1,1,-123.0724139,49.3199816
"631","ePACTnetwork","With so many affected by the #CaliforniaWildfires it's a good idea for all of us to understand how to prepare and r‚Ä¶ https://t.co/KSIg117ivx",0,0,1,1,-123.0724139,49.3199816
"633","Eric_Slee","RT @GirlPakProds: Are people having an increase in migraines and/or migraines with auras due to the fires? #CaliforniaWildfires #ThomasFire‚Ä¶",3,0,0,0,-118.2436849,34.0522342
"634","EricTheRedPill","They caught a homeless arsonist today setting fires in Anaheim. Makes you wonder about #CaliforniaFires #wildfires‚Ä¶ https://t.co/smiXl7nX7A",1,0,1,1,-118.1900196,33.7528798
"635","ERR_merrr_gerrd","RT @BradPaisley: These firefighters are beasts. Tireless, commited, and brave. God bless them every one. #CaliforniaWildfires",750,0,2,2,-75.2921301,39.9470567
"637","ESA_org","Previous burns and topography limited and reinforced fire severity during 2013 #California Rim Fire - analysis of 2‚Ä¶ https://t.co/SS1hptCqxk",1,2,-3,3,-77.0368707,38.9071923
"641","Esmegrubb","RT @SLOTribune: Thomas Fire‚Äôs toxic smoke creates worst-ever air quality in Santa Barbara County #ThomasFire #wildfire #CaliforniaWildfires‚Ä¶",9,0,-2,2,-121.8677352,37.9832553
"644","eswillwalker","RT @ntebdwa: BREAK..#CaliforniaWildFires  Update
#ThomasFire Hwy 150 &amp; Hwy 126,North of #SantaPaula,231,700 acres,only 20% contained(362 sq‚Ä¶",2,0,0,0,-122.272747,37.8715926
"646","EvanBuechley","""...a wildfire that has already consumed 143,000 acres was marching toward a California #condor nest where a turkey‚Ä¶ https://t.co/xTYYp6aaq6",0,0,0,0,-111.8910474,40.7607793
"647","EvanCarey1986","RT @BoiseFire: Our crews have officially been assigned to the #ThomasFire #CaliforniaWildfires https://t.co/uNU0db1nA7",28,0,0,0,-119.4179324,36.778261
"650","ExitPass","RT @ActorsEquity: As a reminder, If you work in performing arts &amp; entertainment and have been impacted by the #CaliforniaWildfires, @TheAct‚Ä¶",12,0,1,1,-74.0059728,40.7127753
"651","expectsuccess","Pray for RAIN,
Ì†æÌ∑öÌ†ºÌøº‚Äç‚ôÄÔ∏èÌ†ΩÌ≤ßÌ†ºÌºß
#californiawildfires #Ojai #Ventura #SantaBarbara 
It should be ‚òîÔ∏è https://t.co/ypPC5Ryjdg",0,1,0,0,-118.2436849,34.0522342
"654","FaithFlaherty3","RT @WG_Burton: #DirectedEnergyWeapons #CaliforniaWildfires #AGENDA21 #DEW 
Directed Energy Weapons Again in California Wildfires? https://t‚Ä¶",17,0,0,0,-95.712891,37.09024
"657","FashionFever83","RT @sara8smiles: Hello! Is anybody home? 
#Research #DirectedEnergyWeapons 
#CaliforniaFires #CaliforniaWildfires 
Found on FB. https://t.c‚Ä¶",68,0,0,0,-122.8755949,42.3265152
"659","fearoffreedom","RT @AFP: Wildfires rage across southern California, first death reported https://t.co/K9bz4xpoJB #CaliforniaWildfires https://t.co/47HLvhmo‚Ä¶",39,0,-2,2,-115.1906,36.119762
"664","FFDGarringer","RT @BoiseFire: Our crews have officially been assigned to the #ThomasFire #CaliforniaWildfires https://t.co/uNU0db1nA7",28,0,0,0,-116.4993012,43.8734978
"667","firechalice87","RT @CCLsaltlake: ""Julie &amp; Don Myers had to evacuate during the #CaliforniaWildfires, leaving behind valuable possessions. When they returne‚Ä¶",8,0,1,1,-111.8628205,40.7345053
"668","FitChurchAustin","RT @KLOVEnews: Resource list compiled to help those affected by the #CaliforniaWildfires. Complete with link to @CAL_FIRE website.
https://‚Ä¶",3,0,0,0,-118.2436849,34.0522342
"672","fjue","RT @ActorsEquity: As a reminder, If you work in performing arts &amp; entertainment and have been impacted by the #CaliforniaWildfires, @TheAct‚Ä¶",12,0,1,1,-74.0059728,40.7127753
"675","floridayys","What IS this? 
#CaliforniaWildfires https://t.co/AgfQ4mWsRV",0,0,0,0,-81.5157535,27.6648274
"677","Flwrgirl66x","RT @sara8smiles: Weather War Terrorism; Laser Torched Smart Fires, SoCal #CaliforniaWildfire #SoCalFires #Fire #CaliforniaWildfires https:/‚Ä¶",7,0,0,0,-121.4943996,38.5815719
"678","fofo24faisal","RT @john_jmerlo: Federal Resources #RyeFire #CaliforniaWildfires #Valencia #sixflagsmagicmountain https://t.co/HmIyn7CYEO",1881,0,0,0,-118.2436849,34.0522342
"679","foodguruchannel","will take some rain for our #CaliforniaWildfires #CheapOairChat https://t.co/gkyByv4eE5",0,1,0,0,-122.4194155,37.7749295
"682","fox12oregon","RT @RedCrossCasc: 23 local #RedCross volunteers are helping at the #CaliforniaWildfires and showing Californians some #Oregon &amp; #VanWa love‚Ä¶",2,0,2,2,-122.8037102,45.487062
"685","FramLeslie","RT @BradPaisley: These firefighters are beasts. Tireless, commited, and brave. God bless them every one. #CaliforniaWildfires",750,0,2,2,-86.7816016,36.1626638
"686","FrancellaKUSI","#CopperFire in Santa Clarita Hills, L.A. County estimated 1-2 acres #CaliforniaWildfires",1,5,0,0,-117.1610838,32.715738
"687","FrancoB_86","Day 5 in California Shout out to all the firefighters.#talk #CaliforniaWildfires https://t.co/mwBMjTnRx7",0,0,0,0,-113.5684164,37.0965278
"688","FrankieV_805","RT @BradPaisley: These firefighters are beasts. Tireless, commited, and brave. God bless them every one. #CaliforniaWildfires",750,0,2,2,-119.7725868,36.7468422
"689","frankkrajnak","RT @SCE: Ì†ΩÌ∫¶ Watch for traffic signals that may be out. Approach those intersections as four way stops. #CaliforniaWildfires https://t.co/taR‚Ä¶",3,0,0,0,-117.1483648,33.4936391
"690","frayner","RT @BradPaisley: These firefighters are beasts. Tireless, commited, and brave. God bless them every one. #CaliforniaWildfires",750,0,2,2,-90.1153638,32.4618086
"692","FreedomWorldMag","RT @sara8smiles: Hello! Is anybody home? 
#Research #DirectedEnergyWeapons 
#CaliforniaFires #CaliforniaWildfires 
Found on FB. https://t.c‚Ä¶",68,0,0,0,-95.5839645,29.9421008
"698","Fryfiredistrict","Work hard, stay safe today! #bisbeefire #ThomasFire #CaliforniaWildfires #oneteamonefight https://t.co/UwVqoM4Yuh",1,11,1,1,-110.2772856,31.5455001
"700","FugitiveVette","RT @democracynow: 200,000 Evacuate Amid Fifth-Worst Wildfires in California History https://t.co/PtZ9Y4UT4g #CaliforniaWildfires https://t.‚Ä¶",46,0,0,0,-122.2758008,37.5202145
"702","FumPuppyWitLuv","Fire crews fighting to defend Carpinteria from reenergized #ThomasFire https://t.co/RIExlUEJiP #CaliforniaWildfires",0,0,0,0,-118.281693,33.8316745
"703","FUnnii900","RT @PenelopeRuzy: Horses being freed to be saved from California fires......Thanks Ì†ΩÌ±èÌ†ΩÌ±è

#CaliforniaFires #CaliforniaWildfires #animalrescue‚Ä¶",56,0,0,0,-87.8303315,41.6672547
"704","FurnitureToday","Thomas Fire disrupts For Your Home business, but store survives despite widespread destruction.‚Ä¶ https://t.co/B82Klm2TOT",0,0,-1,1,-79.7919754,36.0726354
"706","Fyr_Fyter","Thomas Fire now the fifth largest in modern California history. I hope everyone manages to stay safe.‚Ä¶ https://t.co/mC4qf8CBDe",2,1,2,2,-74.790718,40.3284402
"707","Fyr_Fyter","Hundreds of firefighters from throughout Southern California have been fighting shoulder-to-shoulder with the firef‚Ä¶ https://t.co/BOOBA6RlJp",0,1,0,0,-74.790718,40.3284402
"708","Fyr_Fyter","Inspection of fire surpression equipment is important. For 60 years @Fyr_Fyter has been working on fire surpression‚Ä¶ https://t.co/H5VyGVcp5u",0,0,1,1,-74.790718,40.3284402
"711","galincal","There are not enough words to express our gratitude for the heroism and endurance of firefighters who have been bat‚Ä¶ https://t.co/l0bnVNO7Ul",1,0,2,2,-113.5903897,37.0951205
"716","GaryDeSantis","RT @bestnaunieever: My sweet husband dropped off a palate of #AquaHydrate to the #CaliforniaWildfires #FireFighters donated by https://t.co‚Ä¶",68,0,1,1,-74.4056612,40.0583238
"718","GDPGaming","RT @john_jmerlo: Federal Resources #RyeFire #CaliforniaWildfires #Valencia #sixflagsmagicmountain https://t.co/HmIyn7CYEO",1881,0,0,0,-119.4179324,36.778261
"720","Geekonista","No matter who you are or what you have, we are all a medical or natural disaster away from ruin. #lifeOverThings‚Ä¶ https://t.co/PKnG9fRS6E",0,2,-2,2,-95.712891,37.09024
"722","GenesyHer","RT @democracynow: 200,000 Evacuate Amid Fifth-Worst Wildfires in California History https://t.co/PtZ9Y4UT4g #CaliforniaWildfires https://t.‚Ä¶",46,0,0,0,-118.2436849,34.0522342
"724","george98414198","RT @Logic_Triumphs: Things more important to @realDonaldTrump than the #CaliforniaWildfires &amp; it's victims:
Ì†ΩÌ¥¥Tax breaks for the rich
Ì†ΩÌ¥¥suppo‚Ä¶",103,0,0,0,-73.959494,42.2146071
"725","GeorgeGEdwards","Horses, pets of any kind - contact DART at numbers below. Ì†ΩÌ±á

#CaliforniaWildfires 
#LilacFire Ì†ΩÌ¥• https://t.co/XpJylZHmfX",8,10,0,0,-118.3286614,34.0928092
"726","GeorgeGEdwards","RT @GeorgeGEdwards: Horses, pets of any kind - contact DART at numbers below. Ì†ΩÌ±á

#CaliforniaWildfires 
#LilacFire Ì†ΩÌ¥• https://t.co/XpJylZHmfX",8,0,0,0,-118.3286614,34.0928092
"727","geracechris","@LACoFDPIO @LACo_FD @LASDHQ Thank you to all of the firefighters from all companies and agencies that performed lan‚Ä¶ https://t.co/6qAF8AXpKx",0,0,1,1,-119.2290316,34.274646
"728","GetJobber","A message to our customers affected by the #CaliforniaWildfires. If we can help recommend workarounds or help with‚Ä¶ https://t.co/OyhoZMBaQr",0,2,1,1,-113.4909267,53.544389
"730","gfriese","Former World Series star helping fight #CaliforniaWildfires   https://t.co/fqNAk3jggj",0,0,1,1,-89.574563,44.5235792
"731","GIAMap_","RT @Travelers: Customers affected by the #CaliforniaWildfires‚Äì a mobile claim office is at Ventura College Tennis Courts 4667 Telegraph Roa‚Ä¶",5,0,0,0,-119.4179324,36.778261
"732","giffordirvine","Thank you to ALL of the first responders! #CaliforniaWildfires Ì†ΩÌ±©‚ÄçÌ†ΩÌ∫íÌ†ΩÌ±ÆÌ†ΩÌ±®‚ÄçÌ†ΩÌ∫íÌ†ΩÌ±Æ‚Äç‚ôÄÔ∏è https://t.co/t0EkKbBx3L",0,1,0,0,-84.3770668,39.202221
"733","gigibarsoum","RT @mrAperez: Important to uplift these stories cause we know the media won't do it. #CaliforniaWildfires https://t.co/GSeLAoAd3J",6,0,2,2,-118.2436849,34.0522342
"736","GirlPakProds","Are people having an increase in migraines and/or migraines with auras due to the fires? #CaliforniaWildfires‚Ä¶ https://t.co/rIrWPy4h8w",3,0,0,0,-118.2436849,34.0522342
"737","GirlPakProds","RT @GirlPakProds: Are people having an increase in migraines and/or migraines with auras due to the fires? #CaliforniaWildfires #ThomasFire‚Ä¶",3,0,0,0,-118.2436849,34.0522342
"738","girlygirlsguide","Oh yes, it most certainly crossed my mind. One never knows anymore who to trust or who is the culprit. Americans ar‚Ä¶ https://t.co/kRgXfrh0fm",0,0,0,0,-79.9958864,40.4406248
"741","glenn_folse","RT @bestnaunieever: My sweet husband dropped off a palate of #AquaHydrate to the #CaliforniaWildfires #FireFighters donated by https://t.co‚Ä¶",68,0,1,1,-89.3985283,32.3546679
"742","glenprice","RT @CFTunion: CFT update on the #CaliforniaWildfires: Carpenteria &amp; Ojai schools cancelled through the end of the calendar year. Santa Paul‚Ä¶",3,0,0,0,-121.4943996,38.5815719
"743","globalforests","RT @WRIAqueduct: .@tgartner7 on #CaliforniaWildfires : ""Climate change is a contributing factor...There is no reason to believe it won‚Äôt be‚Ä¶",2,0,0,0,-90.3946842,38.572993
"747","GMTheatre_org","RT @ActorsEquity: As a reminder, If you work in performing arts &amp; entertainment and have been impacted by the #CaliforniaWildfires, @TheAct‚Ä¶",12,0,1,1,-118.3089661,34.1808392
"748","gnephew","RT @BradPaisley: These firefighters are beasts. Tireless, commited, and brave. God bless them every one. #CaliforniaWildfires",750,0,2,2,-88.7878678,43.7844397
"751","goldwaterkid65","RT @bestnaunieever: My sweet husband dropped off a palate of #AquaHydrate to the #CaliforniaWildfires #FireFighters donated by https://t.co‚Ä¶",68,0,1,1,-95.712891,37.09024
"752","goodsolutionsgr","Learn about how your company can help with the recent California Forest Fires. #CA #CaliforniaWildfires #HelpRebuild https://t.co/ARC8GfeZU3",0,0,0,0,-118.1445155,34.1477849
"754","gothicfilms","RT @witinradio: #CaliforniaWildfires #Update Here's How You Can Help Wildfire Victims In Southern California: https://t.co/mOzZPFjoEP https‚Ä¶",1,0,0,0,-99.9018131,31.9685988
"755","gothicfilms","RT @witinradio: #CaliforniaWildfires #Update Here's How You Can Help Wildfire Victims In Southern California: https://t.co/mOzZPFjoEP https‚Ä¶",2,0,0,0,-99.9018131,31.9685988
"756","GottaLaff","Yes, #CaliforniaWildfires are still raging. https://t.co/lMfnfoVU1f",10,3,-1,1,-119.4179324,36.778261
"757","GottaLaff","A cooking fire at a homeless encampment sparked Bel-Air's Skirball fire, officials say #CaliforniaWildfires  https://t.co/RQcHXlnYM8",9,3,0,0,-119.4179324,36.778261
"758","Grace_I0I","RT @Solangelee: Like @jimkwik said: ‚ÄúSome superheroes don‚Äôt wear capes... they‚Äôre called Firefighters‚Äù Ì†ΩÌπèÌ†ºÌøª
#CaliforniaWildfires https://t.co‚Ä¶",25,0,0,0,-84.1916069,39.7589478
"760","GracesonCathy","RT @BradPaisley: These firefighters are beasts. Tireless, commited, and brave. God bless them every one. #CaliforniaWildfires",750,0,2,2,-81.6998865,38.3685523
"761","GrantKelsoe","RT @Bradpaisley_7: These firefighters are beasts. Tireless, commited, and brave. God bless them every one. #CaliforniaWildfires",3,0,2,2,-95.4560512,30.3118769
"764","GreenNewsReport","#CaliforniaWildfires Thomas Fire 5th largest in state history + Trump rolls back more oil &amp; gas pollution regulatio‚Ä¶ https://t.co/S2AzwUjokZ",0,0,1,1,-118.2436849,34.0522342
"765","GreenNewsReport","#CaliforniaWildfires Thomas Fire 5th largest in state history + Trump rolls back more oil &amp; gas pollution regulatio‚Ä¶ https://t.co/9A4h2YLr4r",0,0,1,1,-118.2436849,34.0522342
"766","GreenworksPhila","RT @KYWNewsradio: Global warming's role in #Californiawildfires https://t.co/OfI4qTtKkL",1,0,0,0,-75.1652215,39.9525839
"768","GringoMacho29","Now two examples of how Ancient Cultures such as #NativeAmericans were far Superior to Us #CaliforniaWildFires coul‚Ä¶ https://t.co/UcVUOVk7l8",0,0,1,1,-78.8395137,38.0323988
"770","GrizzleMeister","RT @bestnaunieever: My sweet husband dropped off a palate of #AquaHydrate to the #CaliforniaWildfires #FireFighters donated by https://t.co‚Ä¶",68,0,1,1,-95.712891,37.09024
"771","GrooverMac","From the bottom of our collective hearts Lord Jesus, those that acknowledge you as ruler of God's creation, John 1:‚Ä¶ https://t.co/lxFqeHzZxZ",0,0,0,0,-81.5157535,27.6648274
"772","gsqrd","RT @ChiveCharities: Definitely on the nice list. #CaliforniaWildfires https://t.co/OT4JdGTewg",3,0,1,1,-94.5785667,39.0997265
"775","GUC_Info","Our thoughts are with those working tirelessly on damage from #CaliforniaWildfires https://t.co/7rI3Zb1d6A",1,5,-1,1,-77.3663538,35.612661
"776","guerinemily","Why don't we have a siren for #wildfires? @KPCC is still taking your questions about the #ThomasFire and‚Ä¶ https://t.co/ntmDe18h2V",6,3,0,0,-118.2436849,34.0522342
"779","GunnGinger","RT @BradPaisley: These firefighters are beasts. Tireless, commited, and brave. God bless them every one. #CaliforniaWildfires",750,0,2,2,-102.4107493,34.2331373
"780","gv2gt","Check out the fresh salads being prepped by @TheLAKitchen #volunteers for delivery today to #firefighters &amp; familie‚Ä¶ https://t.co/b0HeZhwJTy",7,11,1,1,-95.712891,37.09024
"781","gv2gt","As the #CaliforniaWildfires spread, @DirectRelief of #SantaBarbara is assisting local #health officials by procurin‚Ä¶ https://t.co/SU1JNmyOuV",0,1,0,0,-95.712891,37.09024
"784","gypsycochran","@metheridge I hope your house was spared by the raging fires. Love and light to all those affected.‚Ä¶ https://t.co/wq10wvqmSn",0,0,0,0,-79.9414266,37.2709704
"785","gypsynester","Photo albums spanning generations, baby clothes, toys, and books held in hopes of future grandchildren, souvenirs g‚Ä¶ https://t.co/R8QsXdK3RH",0,0,0,0,-119.2290316,34.274646
"786","gypsynester","Photo albums spanning generations, baby clothes, toys, and books held in hopes of future grandchildren, souvenirs g‚Ä¶ https://t.co/yTIkMlJpBW",0,1,0,0,-119.2290316,34.274646
"787","gypsynester","A wildfire raged through in the predawn darkness and completely destroyed everything we had except what was with us‚Ä¶ https://t.co/eMpCTLFA2L",1,1,-1,1,-119.2290316,34.274646
"788","HalfChinese","RT @GirlPakProds: Are people having an increase in migraines and/or migraines with auras due to the fires? #CaliforniaWildfires #ThomasFire‚Ä¶",3,0,0,0,-118.2436849,34.0522342
"790","HanerTara","Come play w me and my former co-star.  All donations go to fire victims! Full Zumba class and hot cocoa bar provide‚Ä¶ https://t.co/NNsoq7WANw",0,3,1,1,-119.0187125,35.3732921
"791","HappinessPursue","@urbanhorsedoc Our friend #classic is always pointing to the track no matter what direction we lead him everyday! Ì†ºÌøá‚Ä¶ https://t.co/s9LESag1Oo",2,2,0,0,-117.1911749,32.9947058
"792","haroldPDX","RT @ActorsEquity: As a reminder, If you work in performing arts &amp; entertainment and have been impacted by the #CaliforniaWildfires, @TheAct‚Ä¶",12,0,1,1,-113.0114421,38.3971491
"793","harryspoIaroids","RT @supernovalwt: #CaliforniaWildfires 
information + donate: https://t.co/XlJ2pV2sjM",8,0,0,0,-74.0059728,40.7127753
"794","HarvardPopCtr","#Californiawildfires smoke may put pregnant women, children, those with asthma at greater risk https://t.co/6YF2Obz7z7",0,0,-2,2,-71.1189662,42.3735695
"796","Hawk195754","#Californiawildfires as 'new normal' baseless to #climatescientists - Washington Times https://t.co/t0qwW2TbcV",0,0,-1,1,-106.2800242,43.4113604
"797","HDMediaVentures","RT @newscaststudio: The #CaliforniaWildfires marks @jeffglor's first field assignment as named anchor of #CBSEveningNews ‚Äî see how he and t‚Ä¶",1,0,0,0,-87.6314511,41.8849928
"798","HealthCareAcad","HUGE thanks to @AlzProducts for their generous donation! They're sending the Joy for All Golden Pup &amp; other essenti‚Ä¶ https://t.co/utwAdYQrht",0,0,3,3,-117.9298493,33.6188829
"799","healthnharmony","For all our friends affected by #CaliforniaWildfires. https://t.co/6nqO4hu0Bn",0,0,0,0,-89.5889864,40.6936488
"802","heesleemer","RT @KPCC: Still wondering about the cause of the #CaliforniaWildfires? You're not alone. 

It's still too early to know, but the odds are g‚Ä¶",51,0,0,0,-86.7816016,36.1626638
"803","HellyerE","https://t.co/Lw0XD611LV  #Amen another Great story of #Hope coming out of the tragedy that is the #CaliforniaWildfires  wildfires",0,0,0,0,-97.08168,32.932485
"805","HGRHscie","California, Moderate (yellow) to Unhealthy (red) air quality. Unhealthy (r) #AirQuality: #Ojai, #SantaBarbara,‚Ä¶ https://t.co/zaZrW7SFkr",5,3,-2,2,-118.2436849,34.0522342
"807","HigherEdNotDebt","Update: Institutions affected by #CaliforniaWildfires juggle logistics of finals, move-out, assignment deadlines.‚Ä¶ https://t.co/MYvqniyS2b",0,0,0,0,-77.0402315,38.851242
"808","hipEchik","I'm so grateful to the CA #horse community who are stepping up fire preparedness efforts: Equine Emergency Prepared‚Ä¶ https://t.co/lpyXgQK5wt",1,0,0,0,-117.1610838,32.715738
"809","HMM1965","#ImpeachTrumpNow #TimesSquare  #CaliforniaWildfires he's yapping about immigration laws Jerusalem and the moon.. ha‚Ä¶ https://t.co/dm6JStkC42",0,0,0,0,-73.567256,45.5016889
"810","HodlBtcoin","RT @sara8smiles: Hello! Is anybody home? 
#Research #DirectedEnergyWeapons 
#CaliforniaFires #CaliforniaWildfires 
Found on FB. https://t.c‚Ä¶",68,0,0,0,-97.0890085,33.2220412
"811","Hola_Lizzy","RT @KPCC: Still wondering about the cause of the #CaliforniaWildfires? You're not alone. 

It's still too early to know, but the odds are g‚Ä¶",51,0,0,0,-118.2436849,34.0522342
"815","HopeZweig_RSI","Wishing safety during the #CaliforniaWildfires for all of our #RSIClients in SB, Carpinteria, Montecito, as well as‚Ä¶ https://t.co/ftKiv4U5RO",1,4,1,1,-119.6981901,34.4208305
