"","screenName","text","retweetCount","favoriteCount","score","absolute_score","lon","lat"
"179","ArnoldRalph","RT @DineshDSouza: Isn‚Äôt God scorching your butt right about now? #CaliforniaFires https://t.co/2obCVLzAQW",934,0,0,0,-89.3985283,32.3546679
"180","ArthurGillard","RT @monikabielskyte: What climate change looks like. #CaliforniaFires https://t.co/REB4pFXc6b",4,0,1,1,-121.4943996,38.5815719
"182","ArtisticEye1","RT @VCFD_PIO: #ThomasFire #CaliforniaFires Today the goal is to go direct on the fire on the west side, use the 2016 Ray Fire scar to help‚Ä¶",66,0,-1,1,-119.4179324,36.778261
"184","ASeizew","RT @KirstineBiltoft: Fire close to #ojai in Southern California #ThomasFire #CaliforniaFires https://t.co/QOVZhgW7Xa",3,0,0,0,-119.242889,34.4480495
"185","AshBrayWX","RT @ChrisCBS4: Wow!!! The #CALIFORNIAFIRES ... These cams come from this site. https://t.co/LXsn0DDyf4 https://t.co/bWhdq68BnP",37,0,1,1,-80.4549026,38.5976262
"187","askboomer1949","110 pictures of California's nightmare fires
#Californiafires 
RT
Southern California's Thomas fire leaves behind '‚Ä¶ https://t.co/jhDFmB9p16",0,0,-1,1,-122.3320708,47.6062095
"188","askboomer1949","Has that moron Malignant Narcissist in the @WhiteHouse said or done anything to express empathy and offer aid?‚Ä¶ https://t.co/vL2ckOsKvw",0,1,-1,1,-122.3320708,47.6062095
"189","AskTaunee","Thank you #firefighters #CaliforniaFires https://t.co/z4UxcIuA28",1,4,1,1,-118.4911912,34.0194543
"194","augorssAnalyst","RT @augorssAnalyst: LATEST #CaliforniaFIRES TURNING OUT TO BE MORE #DISASTROUS TO IT SEEM ~ several  #fireDISASTER #crisis have frequently‚Ä¶",1,0,-2,2,-98.4936282,29.4241219
"195","augorssAnalyst","LATEST #CaliforniaFIRES TURNING OUT TO BE MORE #DISASTROUS TO IT SEEM ~ several  #fireDISASTER #crisis have frequen‚Ä¶ https://t.co/ylFZk8WuO5",1,0,-2,2,-98.4936282,29.4241219
"196","augorssAnalyst","#DEADLY #FIRE OUTBREAKS ARE NOT SOMETHING TO PLAY WITH ..OR .. TO JOKE ABOUT ..... VerySAD about the #tragedies cau‚Ä¶ https://t.co/syf7GDesYu",1,0,-2,2,-98.4936282,29.4241219
"197","augorssAnalyst","RT @BreannaKeller: So devastating. Prayers for the families and businesses affected by the #CaliforniaFires Ì†ΩÌ∏¢ https://t.co/O39revDPLv",20,0,0,0,-98.4936282,29.4241219
"199","austinktime","RT @PenelopeRuzy: Horses being freed to be saved from California fires......Thanks Ì†ΩÌ±èÌ†ΩÌ±è

#CaliforniaFires #CaliforniaWildfires #animalrescue‚Ä¶",54,0,0,0,-99.9018131,31.9685988
"201","AvHedman","RT @Flashtrading: #CaliforniaFires Wow.  Anyone questioning the evacuation orders from the fire department should understand this.  With th‚Ä¶",3,0,1,1,-102.4107493,34.2331373
"205","AwaretoBeware","RT @ChrisCBS4: Wow!!! The #CALIFORNIAFIRES ... These cams come from this site. https://t.co/LXsn0DDyf4 https://t.co/bWhdq68BnP",37,0,1,1,-74.4056612,40.0583238
"209","AyeeM0nee","RT @MoMcCormick7: God Bless our first responders!
#CreekFire #lafires #Skirball fire #VenturaCountyFire #ThomasFire ojai #CaliforniaFires M‚Ä¶",50,0,1,1,-77.0368707,38.9071923
"210","azannaphx","RT @ifuaskmee: NO Words From The White House. #California #CaliforniaFires #CaliforniaWildfires #CNNSOTU #PoliticsNation #AMJoy #MeetThePre‚Ä¶",52,0,0,0,-112.0740373,33.4483771
"211","azhiaziam","The smoke has reached Morro Bay and we are about to be in total darkness. Ì†ΩÌ¥•Ì†ΩÌ∏± #Californiafires‚Ä¶ https://t.co/lhiis4kLcQ",1,0,0,0,-119.4691728,36.691415
"213","aziegler","RT @ifuaskmee: NO Words From The White House. #California #CaliforniaFires #CaliforniaWildfires #CNNSOTU #PoliticsNation #AMJoy #MeetThePre‚Ä¶",52,0,0,0,-120.7401385,47.7510741
"220","Bamwammy1","#RiddleOfTheDay Somethig  that can be broken but still can be used? This is just to stop and relax from all painful‚Ä¶ https://t.co/RIqTabJjwx",0,0,-2,2,-95.712891,37.09024
"223","Barbi_Twins","RT @animal_lobbyist: For our friends in #California Be Safe! #CaliforniaFires #wildlife https://t.co/YjRMQujQIB",12,0,1,1,-118.7797571,34.0259216
"225","BarriMedia","My hart goes out to the people of #California dealing with the #CaliforniaWildfires. This has been an unprecedented‚Ä¶ https://t.co/CSL5ystnlh",0,0,0,0,-95.3698028,29.7604267
"226","BarryHingley","RT @ReverbPress: #BunnyDude ROCKS. Faith in Humanity: RESTORED #CaliforniaWildfires #CaliforniaFires https://t.co/skyYucAptj",58,0,2,2,-123.133569,49.1665898
"227","BarryMeyer2","RT @GretaAstpc: #CaliforniaFires Emergency Ì†ΩÌ¥•
@AHWFoundation #MarcChing on the field to help families and their #animals 
Rescuing #cats #do‚Ä¶",49,0,0,0,-82.907123,40.4172871
"228","barryten","RT @DineshDSouza: Isn‚Äôt God scorching your butt right about now? #CaliforniaFires https://t.co/2obCVLzAQW",934,0,0,0,-84.7996573,33.3806716
"230","bashaltv","California wildfires destroyed 1,000 structures and counting
https://t.co/8WNDEAHRKC #CaliforniaWildfires‚Ä¶ https://t.co/waOc97a6sf",0,0,0,0,-74.0059728,40.7127753
"231","BastetMiu","RT @shishnfips: Ì†ΩÌ¥•#CALIFORNIAFIRES EMERGENCYÌ†ΩÌ¥• 

#MarcChing .@AHWFoundation ON THE GROUND RESCUING #ANIMALS CAUGHT UP IN THIS TRAGEDY

‚ù§Ô∏èTHAN‚Ä¶",40,0,0,0,-75.1338119,40.0205736
"232","batsflywest","RT @Britanniacomms: Live footage from car dashboard of #CaliforniaFires looks like a scene from Dante's Inferno #CaliforniaWildfires #Trave‚Ä¶",86,0,1,1,-110.926479,32.2217429
"233","BaybeeReade","RT @JOL_NEWS: #Watch: Footage of horses fleeing #CaliforniaFires https://t.co/0MtQz91J31",5,0,-1,1,-95.712891,37.09024
"234","bbqnbrew7","RT @RemotePixel: #CaliforniaFires evolution with #Sentinel-2 and #Landsat-8 https://t.co/tmK0Xd0a7r",10,0,0,0,-119.4179324,36.778261
"235","bcas41447","RT @DineshDSouza: Isn‚Äôt God scorching your butt right about now? #CaliforniaFires https://t.co/2obCVLzAQW",934,0,0,0,-81.5157535,27.6648274
"239","beandafbaby","RT @WriterJennaF: The #CaliforniaFires are absolutely devastating and some of them are still growing. Did you know you can help the victims‚Ä¶",13,0,-1,1,-94.6858998,46.729553
"240","Bear_Apocalypse","RT @TrutherUfo: ‚ÄúWild fires‚Äù...
#CaliforniaFires #DirectedEnergyWeapons https://t.co/VjGIHhencV",75,0,-1,1,-84.065693,33.822663
"241","BeccaWhitnall","RT @VCFD_PIO: #ThomasFire #CaliforniaFires The red flag warning has again been extended to 8:00 PM Wednesday evening over the LA and Ventur‚Ä¶",48,0,-1,1,-118.8375937,34.1705609
"242","becomingfamily","RT @WriterJennaF: The #CaliforniaFires are absolutely devastating and some of them are still growing. Did you know you can help the victims‚Ä¶",13,0,-1,1,-86.158068,39.768403
"243","BeeMan233","@LotusCandlescom May not be the best time to be promoting fire. I just sayin. #CaliforniaFires",0,0,1,1,-78.729088,35.807762
"249","BenevolentLew","Ridiculously proud of the @Strategies360 team members who have hustled hard to make the #SuperTanker a real thing,‚Ä¶ https://t.co/7MDFQbnzhK",0,1,-1,1,-105.8700901,34.5199402
"251","BerkeleeWM","@realDonaldTrump this is what‚Äôs happening in So Cal. Took this pic this afternoon, you were busy tweeting about the‚Ä¶ https://t.co/zxPZB22Ld9",0,0,0,0,-118.2436849,34.0522342
"253","berthacoombs","OMG @janewells please stay safe! Those flames are so close! #CaliforniaFires https://t.co/iaEb2HfoyN",4,9,1,1,-74.0059728,40.7127753
"254","BertzFredrick","@JohnChiangCA knows the machinations of our financial and budget situation in order to aid in disaster relief. This‚Ä¶ https://t.co/Ap9SwwDXZ1",0,0,0,0,-118.451357,34.1898566
"255","Best_of_Tara","RT @Britanniacomms: Live footage from car dashboard of #CaliforniaFires looks like a scene from Dante's Inferno #CaliforniaWildfires #Trave‚Ä¶",86,0,1,1,-78.458708,38.253749
"258","beverlyfoust","RT @politraven: anyone know anything about this? VERY weird (watch vid): https://t.co/vBDCWMtYDV 
#CaliforniaFires #CaliFires #CaliforniaWi‚Ä¶",21,0,-1,1,-86.5804473,35.5174913
